n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE AVELLANEDA	N MEDINA	1871	1407
BUENOS AIRES	AVELLANEDA	SARANDI		EDISON		1872
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	LA RIOJA	287	1214
BUENOS AIRES	MERCEDES	MERCEDES	ESTE	CALLE 28	386	6600
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	JUNIN	1801	1113
CORDOBA	RIO CUARTO	RIO CUARTO		RN 36		5800
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	HUMBOLDT	2464	1425
CHUBUT		TRELEW		CEFERINO NAMUNCURA	2539	9100
BUENOS AIRES	EZEIZA	TRISTAN SUAREZ		25 DE MAYO	80	1806
CORDOBA	COLON	COLONIA TIROLESA		RUTA A. 74 KM 22 0		5101
CORDOBA	UNION	MORRISON		BV BELGRANO	372	2568
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	PEPIRI	1500	1437
SANTA FE	ROSARIO	ROSARIO	FISHERTON	AV GENOVA	8530	2006
SANTA FE	ROSARIO	VILLA GOBERNADOR GALVEZ		LIBERTADOR	1163	2124
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	T GORDILLO	2460	1440
BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR		DR B DE IRIGOYEN	679	1625
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	PARRAL	115	1405
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AGUERO	459	1171
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AVDA MANUEL BELGRANO	698	1092
SANTA FE	ROSARIO	ROSARIO	REPUBLICA DE LA 6TA	JUAN M DE ROSAS	2053	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	GRAL JUAN GREGORIO LEMOS	60	1427
CHUBUT	ESCALANTE	COMODORO RIVADAVIA	CENTRO	SAN MARTIN	252	9000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SUIPACHA	414	1008
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	DON BOSCO	ASUNCION	548	4000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	POLA	2146	1440
SANTA FE	ROSARIO	ROSARIO	REPUBLICA DE LA 6TA	COCHABAMBA	867	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	1179	1043
BUENOS AIRES	AVELLANEDA	GERLI		GRAL LACARRA	1499	1870
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	PTE M T DE ALVEAR	1608	1060
CORDOBA	CAPITAL	CORDOBA	ALTA CORDOBA	DR JUAN BAUTISTA JUSTO	3459	5001
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	RECONQUISTA	661	1003
BUENOS AIRES	LANUS	MONTE CHINGOLO	MONTE CHINGOLO	DIRCK H KLOOSTERMAN	1226	1825
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHACABUCO	DR F DE ZUVIRIA	90	1424
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	TOMAS ANTONIO VALLE	660	1424
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	SARANDI	224	1081
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	GRAL SIMON BOLIVAR	466	1066
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	ESTADOS UNIDOS	1130	1101
CORDOBA	CAPITAL	CORDOBA	DUCASSE	BV LAS HERAS	845	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	TUYUTI	6687	1408
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	ROJAS	6	1405
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	COSQUIN	2412	1440
CHUBUT	ESCALANTE	COMODORO RIVADAVIA		AV PTE H YRIGOYEN	3903	9000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	ARAOZ	1947	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SANTA RITA	CNEL J TERRADA	1474	1416
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	GUARDIA VIEJA	4259	1192
SANTA FE	ROSARIO	ROSARIO	NUESTRA SEÑORA DE LOURDES	GRAL ALVEAR	858	2000
BUENOS AIRES	GENERAL SAN MARTIN	GENERAL SAN MARTIN	PTDO. GENERAL SAN MARTIN	CONSTITUYENTES		
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	GRAL ENRIQUE MARTINEZ	835	1426
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN LAVALLE	462	1047
SANTA FE	ROSARIO	ROSARIO	CENTRO	FRANCISCO DE LAPRIDA	1171	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	LARREA	1011	1117
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		BOLIVIA	164	1406
SALTA	ORAN	COLONIA SANTA ROSA		SAN MARTIN	567	4531
MISIONES		POSADAS		AVENIDA QUARANTA		3300
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AVDA MANUEL BELGRANO	1494	1093
BUENOS AIRES	ESCOBAR	GARIN		GRAL MANUEL N SAVIO	8	1619
FORMOSA	FORMOSA	FORMOSA	INCONE	SILVIO A GODOY	775	3600
CHUBUT	ESCALANTE	COMODORO RIVADAVIA	CENTRO	L N ALEM	549	9000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	AV PASEO COLON	746	1063
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA ORTUZAR	CNEL M ROSETI	1485	1427
BUENOS AIRES	ITUZAINGO	BARRIO PARQUE LELOIR	EL JAGUEL	LAS TACUARAS	2975	1713
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV DEL LIBERTADOR	1784	1425
BUENOS AIRES	VICENTE LOPEZ	VILLA MARTELLI		CHILE	33	1603
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	AV CNEL M LARRAZABAL	1768	1440
CHUBUT	RAWSON	TRELEW	CENTRO	MARCONI	134	9100
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	LA PAMPA	2324	1428
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR M MORENO	1628	1093
BUENOS AIRES	PILAR	FATIMA ESTACION EMPALME		CALLE 12		1633
CORDOBA	CAPITAL	CORDOBA	CENTRO	ROSARIO DE SANTA FE	238	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	AV DR R BALBIN	2401	1428
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CENTRO	FRANCISCO DE LAPRIDA	464	4000
BUENOS AIRES	AVELLANEDA	SARANDI		CRISOLOGO LARRALDE	3225	1872
CORDOBA	CAPITAL	CORDOBA	NUEVA CORDOBA	SAN LORENZO	291	5000
BUENOS AIRES	LOMAS DE ZAMORA	TURDERA		AV ANTARTIDA ARGENTINA	685	1834
SANTA FE	ROSARIO	ROSARIO	LARREA Y EMPALME GRANEROS	ALBERTO SCHWEITZER	7928	2006
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AGUERO	351	1171
BUENOS AIRES	CHIVILCOY	CHIVILCOY		RIVADAVIA	25	6620
RIO NEGRO	BARILOCHE	SAN CARLOS DE BARILOCHE		V FERNANDEZ BESCHTEDT	120	8400
SANTA FE	SAN JUSTO	SAN JUSTO	NEME	BV C PELLEGRINI	2242	3040
SALTA	ORAN	PICHANAL		RN 34		4534
BUENOS AIRES	SAN MIGUEL	MUÑIZ		AV PTE J D PERON	417	1663
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV GRAL JUAN M DE PUEYRREDON	480	1032
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	GRAL O HIGGINS	1936	1428
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	HUMBERTO PRIMO	744	1103
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		H YRIGOYEN		1089
TUCUMAN	CRUZ ALTA	BANDA DEL RIO SALI		RN 9		4109
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	BLANCO ENCALADA	3179	1428
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	AV INDEPENDENCIA	4309	1226
BUENOS AIRES	SAN ISIDRO	MARTINEZ		DORREGO	3340	1640
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	REP ARABE SIRIA	2575	1425
MENDOZA	SAN MARTIN	LIBERTADOR GENERAL SAN MARTIN		AVELLANEDA	275	5570
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	LIMA	1021	1073
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SAN MARTIN	491	1004
LA PAMPA	CAPITAL	SANTA ROSA		FORMOSA	55	6300
BUENOS AIRES	LOMAS DE ZAMORA	LLAVALLOL		UCRANIA	744	1836
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	AV B RIVADAVIA	3945	1204
MISIONES	CAPITAL	POSADAS	CENTRO	FELIX DE AZARA	1656	3300
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	NORTE	FRANCISCO DE LAPRIDA	530	4000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	G ESPINOSA	536	1405
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PUERTO MADERO	AV E MADERO	399	1106
BUENOS AIRES	TIGRE	DON TORCUATO		COLECTORA PANAMERICANA		1611
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	3 DE FEBRERO	1230	1426
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SUIPACHA	280	1008
BUENOS AIRES	DE LA COSTA	COSTA DEL ESTE		LAS CAMELIAS	315	7108
CORDOBA		CORDOBA		CAMINO JESUS MARIA		5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PATERNAL	AV S ELCANO	5042	1427
CORDOBA		VILLA CARLOS PAZ		ATENAS	560	5152
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	FLORIDA	527	1005
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	PAYSANDU	1577	1416
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	ITAQUI	1950	1437
SAN LUIS	DUPUY	BUENA ESPERANZA		JUAN CLARK 0		6277
BUENOS AIRES	TRES DE FEBRERO	CASEROS	PARTIDO 3 DE FEBRERO	PRINGLES		
BUENOS AIRES	LA MATANZA	GONZALEZ CATAN		DR O MAGNASCO	6030	1759
CORDOBA	CAPITAL	CORDOBA	CENTRO	AYACUCHO	139	5000
SAN JUAN	CAPITAL	SAN JUAN		B RIVADAVIA OESTE	1249	5400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	LIMA	1021	1073
SANTA CRUZ		PUERTO SAN JULIAN		CHACO	1630	9310
CORDOBA		CORDOBA		FRAY LUIS BELTRAN		5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	CNEL F ALLENDE	2169	1407
CORDOBA	CAPITAL	CORDOBA	CENTRO	9 DE JULIO	68	5000
CORDOBA	CAPITAL	CORDOBA	ALBERDI	27 DE ABRIL	722	5000
CORDOBA	CAPITAL	CORDOBA		CALLE 1	1676	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA REAL	F CUNEO	2696	1408
BUENOS AIRES	LANUS	LANUS OESTE	VILLA DIAMANTE	M PEDRAZA	2979	1824
NEUQUEN		SAN MARTIN DE LOS ANDES		SAN MARTIN	1524	8370
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	MALABIA	1161	1414
CORDOBA	CAPITAL	CORDOBA	CENTRO	JUJUY	117	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR A ALSINA	500	1087
MENDOZA	CAPITAL	MENDOZA		MARTINEZ DE ROSAS	1918	5500
BUENOS AIRES	LA MATANZA	LOMAS DEL MIRADOR		CATRIEL	3443	1752
BUENOS AIRES	VICENTE LOPEZ	OLIVOS		CNEL DE MARINA ROSALES	2430	1636
MISIONES	CAPITAL	POSADAS		AV CNEL DE MARINA ROSALES	2240	3300
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VELEZ SARSFIELD	DR S SEGUROLA	1190	1407
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES		BO GENERAL MANUEL N SAVIO		1439
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	URUGUAY	651	1015
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	VENEZUELA	110	1095
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PTE M T DE ALVEAR	934	1058
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	PICHINCHA	157	1082
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	PJE FGTA LA ARGENTINA	1877	1440
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TUCUMAN	340	1049
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	AGRONOMIA	P MORAN	2872	1419
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TALCAHUANO	768	1013
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	ROSARIO	254	1424
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		PAOLLIA	752	1414
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	CNEL A FIGUEROA	585	1416
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV CABILDO	280	1426
MENDOZA	CAPITAL	MENDOZA		DOMINGO F SARMIENTO	45	5500
BUENOS AIRES	LANUS	LANUS OESTE	VILLA GENERAL ARIAS	C GARDEL	1637	1824
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	MAIPU	42	1084
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	CASTEX	3545	1425
BUENOS AIRES	PEHUAJO	PEHUAJO		GRAL JOSE G ARTIGAS	212	6450
RIO NEGRO		SAN CARLOS DE BARILOCHE		EL FLEIN	170	8400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	CUBA	1956	1428
BUENOS AIRES	LOMAS DE ZAMORA	SAN JOSE	SAN JUAN	AV M EVA DUARTE DE PERON	4498	1832
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	FLORIDA	234	1005
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	PLAZA	2407	1430
CORDOBA	TERCERO ARRIBA	TANCACHA		AV GRAL SAN MARTIN	303	5933
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN JOSE VIAMONTE	752	1053
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	T GORDILLO	4113	1439
BUENOS AIRES	TRES DE FEBRERO	CASEROS		J SPANDONARI	3237	1678
BUENOS AIRES	SAN ISIDRO	MARTINEZ		DR D ROCHA	1172	1640
SAN LUIS	GENERAL PEDERNERA	VILLA MERCEDES	SARMIENTO	AV 25 DE MAYO	675	5730
SANTA FE	ROSARIO	ROSARIO	ALBERDI	GEORGE WASHINGTON	276	2005
BUENOS AIRES	TRES DE FEBRERO	CASEROS	PARTIDO 3 DE FEBRERO	REPUBLICA		
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUÑEZ	SOLD MANZANARES	1831	1429
BUENOS AIRES	SAN FERNANDO	SAN FERNANDO		GRAL PINTO	1215	1646
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	AV GRAL SAN MARTIN	6471	1419
BUENOS AIRES	LA MATANZA	ISIDRO CASANOVA		PARIS	2420	1765
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	AV DR L DE LA TORRE	2629	1440
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	SAN LUIS	2660	1056
BUENOS AIRES	TIGRE	TIGRE		AV C LARRALDE	1168	1648
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	PRES JOSE E URIBURU	754	1027
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	TACUARI	1537	1139
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	FONROUGE	1479	1440
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	GRAL CORNELIO SAAVEDRA	239	1083
MENDOZA	MAIPU	MAIPU		LIBERTAD	655	5515
MENDOZA	CAPITAL	MENDOZA		BO DALVIAN		5500
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	AV GRAL SAN MARTIN	1220	1416
LA PAMPA	CAPITAL	ANGUIL		DOMINGO F SARMIENTO	545	6326
SANTA FE	ROSARIO	ROSARIO	CENTRO	MENDOZA	1557	2000
NEUQUEN	CONFLUENCIA	NEUQUEN		DENIS GOBERNADOR	454	8300
CORDOBA	UNION	BELL VILLE		CORDOBA	222	2550
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	BOULOGNE SUR MER	478	1213
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	CASTRO BARROS	767	1217
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AV LAFUENTE	218	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	P DEL CASTILLO	1181	1414
MISIONES	CAPITAL	POSADAS	VILLA URQUIZA	AV REP ORIENTAL DEL URUGUAY	4114	3300
SANTA FE	ROSARIO	ROSARIO	DEL ABASTO	CORRIENTES	2135	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AV DE MAYO	753	1084
BUENOS AIRES	QUILMES	QUILMES OESTE		MADAME CURIE	351	1879
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA ORTUZAR	CHORROARIN	1291	1427
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	ARRIBEÑOS	2606	1428
CORDOBA		HUINCA RENANCO		LA PAMPA		6270
BUENOS AIRES	SAN FERNANDO	SAN FERNANDO		CONSTITUCION	1337	1646
BUENOS AIRES	TIGRE	EL TALAR		RN HIPOLITO YRIGOYEN	2526	1617
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	MONTEVIDEO	1083	1019
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	DEFENSA	910	1065
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		AVENIDA ESPAAA	3301	1107
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHAS	GAMARRA	1348	1427
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	PTE M T DE ALVEAR	1719	1060
BUENOS AIRES		CAAUELAS		SECTOR A. 1 TORRE 4 MANZ 5 S/N		1814
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	CERRITO	1530	1010
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		PLAZA LAVALLE ESTACIONAMIENTO	1	1017
CORDOBA	CAPITAL	CORDOBA	ALTO ALBERDI	MONTEVIDEO	2455	5002
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN JOSE VIAMONTE	446	1053
MENDOZA	SAN MARTIN	LIBERTADOR GENERAL SAN MARTIN		GUTIERREZ	198	5570
BUENOS AIRES	SAN ISIDRO	BECCAR		AV URUGUAY	3962	1643
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHACABUCO	AV CURAPALIGUE	966	1406
BUENOS AIRES	QUILMES	QUILMES		347	3329	1878
TIERRA DEL FUEGO	RIO GRANDE	RIO GRANDE		ALBERDI	343	9420
SAN JUAN	CAPITAL	SAN JUAN		GRAL JOSE M PAZ ESTE	224	5400
BUENOS AIRES		MONTE GRANDE		AVDA. BV. BUENOS AIRES 1255		1842
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	AV M BOEDO	490	1218
TUCUMAN	FAMAILLA	FAMAILLA		LAPRIDA	366	4132
BUENOS AIRES	LANUS	LANUS OESTE	VILLA REMEDIOS DE ESCALADA	ALMAGRO	3968	1824
CORDOBA		GUIAAZU		CAMINO A JESUS MARIA		5145
MENDOZA		LUJAN DE CUYO		ACCESO SUR KM. 16 200		
CORDOBA	GENERAL SAN MARTIN	VILLA MARIA	LAMADRID	MARTINEZ MENDOZA	615	5900
BUENOS AIRES		VALENTIN ALSINA		BALCARCE	4090	1822
BUENOS AIRES	QUILMES	QUILMES		ALBERDI	152	1878
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV GRAL LUIS MARIA CAMPOS	56	1425
LA PAMPA	CONHELO	EDUARDO CASTEX		25 DE MAYO	924	6380
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	FRAY G ARREGUI	2724	1417
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	JUNIN	1024	1113
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	AV REGIMIENTO DE PATRICIOS	25	1265
CHUBUT	RAWSON	RAWSON		PTE H YRIGOYEN	17	9103
MENDOZA		SANTA ROSA		ESCUDERO		5596
BUENOS AIRES	QUILMES	QUILMES		AV MITRE	690	1878
BUENOS AIRES	VICENTE LOPEZ	MUNRO		DR R GUTIERREZ	3652	1605
BUENOS AIRES	LANUS	MONTE CHINGOLO	VILLA DE LAS HIGUERITAS	BV DE LOS ITALIANOS	1220	1825
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV CORDOBA	4664	1414
CORDOBA		CRUZ DEL EJE		ALTE BROWN		5280
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	SAN MARTIN DE TOURS	2894	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	HABANA	3540	1419
BUENOS AIRES	MERLO	PONTEVEDRA		AV J OTERO	2049	1761
SANTA FE	ROSARIO	ROSARIO	CENTRO	CORRIENTES	1366	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	880	1043
BUENOS AIRES	DAIREAUX	DAIREAUX		SARMIENTO	1130	6555
BUENOS AIRES	SAN ISIDRO	BOULOGNE SUR MER		AV B ADER	534	1609
BUENOS AIRES	GENERAL PUEYRREDON	MAR DEL PLATA	GENERAL ROCA	NICOLAS RODRIGUEZ PEÑA	2200	7602
